url,transaction_type
https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbu65960,house
https://immovlan.be/en/detail/villa/for-sale/3001/heverlee/rbu65958,house
https://immovlan.be/en/detail/cottage/for-sale/9680/maarkedal/rbu65957,house
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd49555,house
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu65955,house
https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu65953,house
https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu65952,house
https://immovlan.be/en/detail/residence/for-sale/2547/lint/rbu65951,house
https://immovlan.be/en/detail/residence/for-sale/3920/lommel/rbu65949,house
https://immovlan.be/en/detail/villa/for-sale/1472/vieux-genappe/vbd49551,house
https://immovlan.be/en/detail/residence/for-sale/8930/rekkem/rbu65947,house
https://immovlan.be/en/detail/villa/for-sale/1421/ophain-bois-seigneur-isaac/vbd49550,house
https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd49549,house
https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu65945,house
https://immovlan.be/en/detail/villa/for-sale/1325/chaumont-gistoux/vbd49548,house
https://immovlan.be/en/detail/residence/for-sale/8560/moorsele/rbu65943,house
https://immovlan.be/en/detail/residence/for-sale/1380/lasne/vbd49547,house
https://immovlan.be/en/detail/cottage/for-sale/9550/herzele/rbu65940,house
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu65939,house
https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd49546,house
https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd49544,house
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd49542,house
https://immovlan.be/en/detail/residence/for-sale/4141/louveigne/vbd49540,house
https://immovlan.be/en/detail/residence/for-sale/9190/stekene/rbu65934,house
https://immovlan.be/en/detail/residence/for-sale/9112/sinaai/rbu65933,house
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu65932,house
https://immovlan.be/en/detail/residence/for-sale/3870/heers/rbu65931,house
https://immovlan.be/en/detail/residence/for-sale/8880/ledegem/rbu65928,house
https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd49535,house
https://immovlan.be/en/detail/villa/for-sale/1640/sint-genesius-rode/vbd49534,house
https://immovlan.be/en/detail/residence/for-sale/9400/ninove/rbu65893,house
https://immovlan.be/en/detail/residence/for-sale/1740/ternat/rbu65892,house
https://immovlan.be/en/detail/residence/for-sale/5350/ohey/vbd49532,house
https://immovlan.be/en/detail/residence/for-sale/7740/pecq/vbd49530,house
https://immovlan.be/en/detail/residence/for-sale/7740/warcoing/vbd49529,house
https://immovlan.be/en/detail/residence/for-sale/7640/antoing/vbd49528,house
https://immovlan.be/en/detail/residence/for-sale/7600/peruwelz/vbd49526,house
https://immovlan.be/en/detail/residence/for-sale/7750/amougies/vbd49524,house
https://immovlan.be/en/detail/residence/for-sale/3120/tremelo/rbu65890,house
https://immovlan.be/en/detail/villa/for-sale/1800/vilvoorde/rbu65887,house
https://immovlan.be/en/detail/residence/for-sale/7160/godarville/vbd49521,house
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd49520,house
